id,description,inner_participant_number,outer_participant_number,food,desk,chair,busking,worker
716,[Number] 가을 정기 공연 연습,25,0,,0,0,0,0
718,악기 연습,1,0,,0,0,0,0
721,기타연습,10,0,,0,0,0,0
722,일루젼 연습,10,0,,0,0,0,0
723,piano practice,10,0,,0,0,0,0
724,연습,1,0,,0,0,0,0
727,연습,1,0,,0,0,0,0
728,.,1,0,,0,0,0,0
732,피아노 연습,10,0,,0,0,0,0
734,밴드 연습,2,2,,0,0,0,0
735,피아노 연습,1,1,,0,0,0,0
736,개인 악기연습,1,0,No,0,1,0,0
738,드럼연습,1,0,,0,0,0,0
740,일루젼 카이스트,10,0,,0,0,0,0
741,개인연습,1,1,없음,0,0,0,0
742,얀습,1,0,,0,0,0,0
743,피아노 연습,10,0,,0,0,0,0
745,연습,10,0,,0,0,0,0
746,연습,10,0,,0,0,0,0
747,연습,2,0,,0,2,0,0
750,드럼 연습,1,0,,0,0,0,0
751,[Number] 가을 정기공연 연습,25,0,,0,0,0,0
752,[Number] 가을 정기공연 연습,25,0,,0,0,0,0
753,[Number] 가을 정기공연 연습,25,0,,0,0,0,0
754,[Number] 가을 정기공연 연습,25,0,,0,0,0,0
755,[Number] 가을 정기공연 연습,25,0,,0,0,0,0
756,드럼,1,0,,0,0,0,0
757,개인 연습,10,0,,0,0,0,0
758,일루젼 연습,10,0,,0,0,0,0
759,정기 연습,10,0,,0,0,0,0
760,[Number] 팀장회의,10,0,,0,0,0,0
763,새내기학생회에서 주관하는 2025 후기 새내기새로배움터 기획단의 팀장단 회의입니다.,9,0,,5,9,0,0
764,천문세미나,10,0,,0,0,0,0
765,천문세미나,10,0,,0,0,0,0
766,미팅,4,2,no,4,6,0,0
767,연습,10,0,,0,0,0,0
768,정기 연습,10,0,,0,0,0,0
770,연습,10,0,,0,0,0,0
771,[Number] 가을 정기 공연 연습,25,0,,0,0,0,0
772,카이스트 물리학과 CSSPL 연구실 홈커밍,7,15,배달/포장 음식 (주류 포함),10,25,0,0
775,해금을 연습하려고 합니다.,2,0,0,2,2,0,0
777,연습,0,0,,0,0,0,0
778,연습,10,0,,0,0,0,0
781,정기 연습,10,0,,0,0,0,0
782,정기공연 연습,10,0,,0,0,0,0
783,정기공연 연습,10,0,,0,0,0,0
784,정기공연 연습,10,0,,0,0,0,0
793,6/21일에 합주실을 예약해서 3곡 합주/연습 할 거 같습니다,5,0, 없습니다,0,0,0,0
794,카이스트 아트 오케스트라 오보에 파트 연습,2,1,해당없음,0,0,0,0
795,개인 연습,1,0,,0,0,0,0
797,드럼연습,1,0,,0,0,0,0
798,드럼연습,1,0,,0,0,0,0
803,정기공연 연습,10,0,,0,0,0,0
804,정기공연 연습,10,1,,0,0,0,0
814,Dance ,1,0,,0,0,0,0
815,Sing ,1,0,,0,0,0,0
816,Dance ,1,0,,0,0,0,0
817,Dance ,1,0,,0,0,0,0
818,현궁 원데이 클래스,10,1,,0,0,0,0
819,카이스트 아트 오케스트라 오보에 파트 연습,2,1,No,0,0,0,0
820,최다인님 예약,10,0,,0,0,0,0
822,IVF 내부에서 결성된 CCM 빅밴드의 합주를 위함,9,0,리드악기를 위한 음용수 반입하고자 함,0,9,0,0
823,IVF 내부에서 조직된 CCM 빅밴드인 브레멘 음악대의 합주를 위함,9,0,리드 악기를 위해 소량의 음용수 반입 의사 존재,0,9,0,0
825,networking and cultural event for Latin American students,10,0,,0,0,0,0
826,Group Practice - 김어진,6,0,,0,0,0,0
827,팀장회의,12,0,,6,12,0,0
828,연습,10,0,,0,0,0,0
833,연습,10,0,,0,0,0,0
834,연습,1,0,,0,0,0,0
836,연습,1,0,,0,0,0,0
837,악기연습,1,1,,0,0,0,0
838,악기연습,1,0,,0,0,0,0
839,.,10,0,,0,0,0,0
840,연습,10,0,,0,0,0,0
841,연습,10,0,,0,0,0,0
843,정기연습,10,0,,0,0,0,0
845,연습,10,0,,0,0,0,0
850,연습,10,0,,0,0,0,0
851,정기 연습,10,0,,0,0,0,0
852,정기 연습,10,0,,0,0,0,0
853,정기 연습,10,0,,0,0,0,0
854,신용민,1,0,no food,0,0,0,0
855,피아노 연습,10,0,,0,0,0,0
856,연습,2,0,,0,0,0,0
858,연습,10,0,,0,0,0,0
862,정기 연습,10,0,,0,0,0,0
864,[Number] 팀장회의,10,0,,0,0,0,0
865,[Number] 팀장회의,10,0,,0,0,0,0
866,바이올린,1,0,,0,0,0,0
867,대학원생 밴드 연습 전 합주실 컨디션 체크,3,0,na,0,0,0,0
869,합주,2,0,,0,0,0,0
870,드럼,1,0,,0,0,0,0
871,드럼,1,0,,0,0,0,0
872,연습,1,0,,0,0,0,0
873,연습,1,0,,0,0,0,0
874,밴드 합주 연습,3,3,물,0,0,0,0
878,동아리 물품 제작,1,0,Coffee,1,1,0,1
879,악기 연습,1,0,,0,0,0,0
882,영화 시청 소모임,8,0,과자/음료수,2,8,0,0
883,영화 감상 소모임입니다.,10,0,과자/음료수,3,10,0,0
885,피아노 연습,10,0,,0,0,0,0
886,개인 드럼 연습,1,0,,0,0,0,0
891,개인 드럼 연습,1,0,,0,0,0,0
892,개인 드럼 연습,1,0,,0,0,0,0
893,개인 드럼 연습,1,0,,0,0,0,0
894,개인 드럼 연습,1,0,,0,0,0,0
899,카이스트 아트 오케스트라 오보에 연습,2,1,해당없음,0,3,0,0
903,피아노 연습,1,0,,0,0,0,0
906,파이노 연습,1,0,,0,0,0,0
907,피아노 연습,1,0,,0,0,0,0
910,피아노 연습,1,0,,0,0,0,0
911,팀장회의,12,0,,6,12,0,0
912,IVF 내부에서 결성된 CCM 빅밴드 동아리의 합주를 위함,9,0,리드악기를 위한 소량의 음용수 반입 예정,0,9,0,9
913,[Number] 팀장회의,10,0,,0,0,0,0
914,[Number] 팀장회의,10,0,,0,0,0,0
915,[Number] 팀장회의,10,0,,0,0,0,0
916,"Just the Two of Us
",4,4,water,0,0,0,0
917,버스킹 연습,4,4,water,0,0,0,0
918,피아노 연습,10,0,,0,0,0,0
919,피아노 연습,10,0,,0,0,0,0
920,피아노 연습,10,0,,1,0,0,0
922,바이올린,1,0,,0,0,0,0
925,바이올린,1,0,,0,0,0,0
926,바이올린,1,0,,0,0,0,0
927,바이올린,1,0,,0,0,0,0
929,김지선,1,0,,0,0,0,0
930,피아노 연습,1,0,,0,0,0,0
931,KAIST Art Orchestra 바순 파트 연습,1,1,,0,2,0,0
932,드럼,1,0,,0,0,0,0
934,춤연습,4,0,No,0,0,0,0
935,카이스트 대학원생 동아리에서 안무연습을 하고자 합니다,5,0,,0,0,0,0
937,피아노 연습,10,0,,0,0,0,0
938,연습,11,1,,0,0,0,0
940,연습,1,1,,0,0,0,0
941,악기연습,1,0,No,0,1,0,0
942,연습,10,0,,0,0,0,0
945,KAIST Art Orchestra 바순 파트 연습,1,1,,0,2,0,0
946,악기 연습,1,0,,0,0,0,0
947,악기 연습,1,0,,0,0,0,0
949,ID KAIST 석사 밴드,10,0,,0,0,0,0
952,안무연습,1,1,,0,0,0,0
953,안무연습,1,1,,0,0,0,0
954,안무연습,1,0,,0,0,0,0
955,안무연습,1,0,,0,0,0,0
956,드럼 개인연습,1,0,,0,0,0,0
957,드럼 개인연습,1,0,,1,0,0,0
961,악기 연습,1,0,,0,0,0,0
967,새내기학생회 소팀2,10,0,,0,0,0,0
968,새내기학생회 소팀2,10,0,,0,0,0,0
969,새내기학생회 소팀2,10,0,,0,0,0,0
971,[Number] 가을 정기 공연 팀장회의,10,0,,0,0,0,0
972,[Number] 가을 정기 공연 팀장회의,10,0,,0,0,0,0
977,개인연습,1,0,,0,0,0,0
982,[Number] 가을 정기 공연 연습,25,0,,0,0,0,0
983,[Number] 가을 정기 공연 연습,25,0,,0,0,0,0
984,[Number] 가을 정기 공연 연습,25,0,,0,0,0,0
988,해금 연습,2,0,0,2,2,0,0
989,악기 연습,2,0,,0,0,0,0
992,악기 연습,1,0,,0,0,0,0
993,피아노 연습,1,0,,0,0,0,0
995,개인 드럼 연습,1,0,,0,0,0,0
996,Learning dance routine,2,0,,0,0,0,0
997,개인연습,1,0,,0,0,0,0
998,25 후새기 공연팀 1차 회의,15,0,,0,0,0,0
999,피아노 연습,10,0,,0,0,0,0
1000,피아노 연습,1,0,,0,0,0,0
1001,악기연습,1,0,,0,0,0,0
1002,.,1,0,,0,0,0,0
1003,연습,10,0,,1,0,0,0
1004,안무연습,5,0,no,0,0,0,0
1005,25 후기 새터 소팀1 회의,10,0,,0,0,0,0
1006,25후기 새터 소팀1 회의,10,0,,0,0,0,0
1007,25후기 새터 소팀1 회의,10,0,,0,0,0,0
1008,25후기 새터 소팀1 회의,10,0,,0,0,0,0
1009,카포전/캄프 부스 간담회,20,0,음식 안 먹습니다.,0,0,0,0
1010,개인 악기 연습,1,0,,0,1,0,0
1011,새내기학생회 소팀2,10,0,,0,0,0,0
1012,연습,10,0,,0,0,0,0
1013,악기 연습,1,0,No,0,0,0,0
1019,악기 연습,1,0,No,0,0,0,0
1020,피아노 연습,2,0,,0,0,0,0
1021,실험용 장소 대여,3,0,None,0,0,0,0
1023,피아노 연습,1,1,,0,0,0,0
1024,Construction for Mirae-Hall,10,0,,0,0,0,0
1025,개인 연습,1,0,,0,0,0,0
1026,회의,10,0,,0,0,0,0
1027,피아노 연습,10,0,,0,0,0,0
1028,[Number] 가을 정기공연 연습,25,0,,0,0,0,0
1031,새학팀장단,9,0,,0,0,0,0
1033,개인연습,1,0,,0,0,0,0
1035,밴드 회의,10,0,,0,0,0,0
1036,상상효과 팀장회의,12,0,,6,12,0,0
1037,지연우,16,0,,0,0,0,0
1039,지연우,16,0,,0,0,0,0
1040,지연우,16,0,,0,0,0,0
1041,지연우,16,0,,0,0,0,0
1042,지연우,16,0,,0,0,0,0
1043,지연우,16,0,,0,0,0,0
1046,새내기학생회 소팀2,10,0,,0,0,0,0
1047,새내기학생회 소팀2,10,0,,0,0,0,0
1048,새내기학생회 소팀2,10,0,,0,0,0,0
1049,개인연습,1,0,,0,0,0,0
1050,악기연습,1,0,No ,0,0,0,0
1051,피아노 연습,10,0,,0,0,0,0
1052,중집회의 진행 ,10,0,,0,0,0,0
1056,기타 연습,1,0,,0,0,0,0
1057,연습,1,0,,0,0,0,0
1058,[Number] 정기 공연 연습,25,0,,0,0,0,0
1059,안무연습,1,1,,0,0,0,0
1060,연습,1,0,,0,0,0,0
1061,연습,1,1,,0,0,0,0
1062,연습,3,0,,0,0,0,0
1063,신용민,1,0,no food,0,0,0,0
1069,개인 연습,1,0,,0,0,0,0
1074,드럼,1,0,,0,0,0,0
1075,드럼,1,0,,0,0,0,0
1077,개인 보컬 연습,1,0,,0,0,0,0
1078,연습,4,0,.,0,0,0,0
1079,양밴드 합주실 예약,6,0,,0,0,0,0
1083,드럼 연습,1,0,,0,0,0,0
1084,드럼 연습,1,0,,0,0,0,0
1085,드럼 연습,1,0,,0,0,0,0
1086,공연 연습,2,0,,0,0,0,0
1087,공연 연습,2,0,,0,0,0,0
1088,piano,2,0,,0,0,0,0
1089,합주,10,0,,0,0,0,0
1090,새내기학생회 소팀2,10,0,,0,0,0,0
1091,개인연습,1,0,,0,0,0,0
1092,개인 연습,10,0,,0,0,0,0
1097,정기연극 연습,10,0,,0,0,0,0
1098,정기연극 연습,10,0,,0,0,0,0
1099,정기연극 연습,10,0,,0,0,0,0
1114,피아노 연습,10,0,,0,0,0,0
1116,연습,4,0,,0,0,0,0
1118,연습,10,0,,0,0,0,0
1119,상상효과 팀장회의,12,0,,6,12,0,0
1124,안무연습,1,1,,0,0,0,0
1127,[Number] 가을 정기 공연 연습,25,0,,0,0,0,0
1128,피아노 연습,10,0,,0,0,0,0
1129,개인 보컬 연습,1,0,,0,0,0,0
1130,연습,2,0,,0,0,0,0
1131,연습,10,0,,0,0,0,0
1135,연습,10,0,,0,0,0,0
1137,"[대학원 총학생회 졸업준비위원회] 2025년도 가을학기 졸업앨범 촬영
",10,0,,0,0,0,0
1138,"[대학원 총학생회 졸업준비위원회] 2025년도 가을학기 졸업앨범 촬영
",10,0,,0,0,0,0
1139,"[대학원 총학생회 졸업준비위원회] 2025년도 가을학기 졸업앨범 촬영
",10,0,,0,0,0,0
1140,"[대학원 총학생회 졸업준비위원회] 2025년도 가을학기 졸업앨범 촬영
",10,0,,0,0,0,0
1141,"[대학원 총학생회 졸업준비위원회] 2025년도 가을학기 졸업앨범 촬영
",10,0,,0,0,0,0
1142,정기공연 연습,10,0,,0,0,0,0
1144,정기공연 연습,10,0,,0,0,0,0
1146,정기공연 연습,10,0,,0,0,0,0
1147,연습,1,0,,0,0,0,0
1148,피아노 연습,1,1,,0,0,0,0
1154,상모 개인연습,1,0,water,0,0,0,0
1155,동아리 내에서 진행하는 보컬 레슨의 연습 진행합니디,1,0,,0,0,0,0
1156,악기연습,1,0,No,0,0,0,0
1157,연습,4,0,,0,0,0,0
1159,밴드 연습,10,0,,2,8,0,0
1161,practice,4,0,,0,0,0,0
1162,practice,4,0,,0,0,0,0
1163,Clubs 사이트에 대한 짧은 미팅입니다,4,0,,0,0,0,0
1166,피아노 연습,1,0,,0,0,0,0
1170,정기공연 연습,10,0,,0,0,0,0
1171,새학 소팀1 회의,10,0,,0,0,0,0
1172,새학 소팀1 회의,10,0,,0,0,0,0
1173,새학 소팀1 회의,10,0,,0,0,0,0
1174,공연 합주 연습,3,4,water,0,0,0,0
1175,합주,6,0,,0,0,0,0
1176,과학퀴즈,10,0,,0,0,0,0
1177,드럼,1,0,,0,0,0,0
1178,연습,10,0,,0,0,0,0
1179,정기공연 연습,10,0,,0,0,0,0
1180,악기연습,1,0,,0,0,0,0
1181,악기연습,1,1,,0,0,0,0
1182,악기연습,1,0,,0,0,0,0
1183,일루젼 정기연습,10,0,,0,0,0,0
1184,개인 연습,1,0,,0,0,0,0
1185,"카이스트 미식축구부 매버릭스와 건국대 레이징불스, 영남대 페가수스 여름 합숙 세미나",20,60,,0,90,0,0
1186,개인연습,10,0,,0,0,0,0
1187,공연준비,10,0,,0,0,0,0
1189,일루젼 카이스트,10,0,,0,0,0,0
1190,Number 춤 연습,10,0,,0,0,0,0
1191,개인 보컬 연습,1,0,,0,0,0,0
1192,Band practice,2,0,,0,0,0,0
1194,피아노,2,0,,0,0,0,0
1195,정기공연 연습,10,0,,0,0,0,0
1196,정기공연 연습,10,0,,0,0,0,0
1197,"카이스트 미식축구부 매버릭스와 건국대 레이징불스, 영남대 페가수스 여름 합숙 세미나",20,60,,0,90,0,0
1199,무대 연습,2,0,,0,0,0,0
1200,안무연습,1,1,,0,0,0,0
1202,정기공연 연습,10,0,,0,0,0,0
1203,정기공연 연습,10,0,,0,0,0,0
1204,정기공연 연습,10,0,,0,0,0,0
1208,새내기학생회 소팀2,10,0,,0,0,0,0
1214,KAMF 외부기획단과 카포전 기획단이 함께 학생부스 관련 2차 간담회를 진행할 예정입니다.,20,0,,0,0,0,0
1215,Practice,1,0,no food,0,0,0,0
1216,[공간위] 피아노 조율 및 수리,10,0,,0,0,0,0
1217,[공간위] 피아노 수리,10,0,,0,0,0,0
1221,드럼연습,10,0,,0,0,0,0
1222,연습,10,0,,0,0,0,0
1223,연습,2,0,,0,0,0,0
1224,공연 합주 연습,3,4,water,0,0,0,0
1225,Practice Session,1,0,,0,0,0,0
1226,연습,10,0,,0,0,0,0
1227,피아노 개인 연습,2,0,,0,0,0,0
1228,피아노 연습,1,1,,0,0,0,0
1229,개인연습,1,0,,0,0,0,0
1230,개인연습,1,0,,0,0,0,0
1231,일루젼 카이스트,10,0,,0,0,0,0
1232,일루젼 카이스트,10,0,,0,0,0,0
1234,버스킹 연습 합주,2,2,,0,0,0,0
1235,버스킹 연습 합주,2,2,,0,0,0,0
1236,개인 보컬 연습,1,0,,0,0,0,0
1238,대학원생들의 학술/친목 모임을 위한 총회 진행,20,0,음식 섭취 X,5,20,0,0
1239,카포전 개막식 연습,7,0,,0,0,0,0
1241,연습,10,0,,0,0,0,0
1243,kickoff meeting,10,0,,0,0,0,0
1244,개인 연습,1,0,,0,0,0,0
1246,연습,2,0,,0,0,0,0
1249,[Number] 가을 정기공연 연습,25,0,,0,0,0,0
1250,일루젼 카이스트,10,0,,0,0,0,0
1251,일루젼 카이스트,10,0,,0,0,0,0
1252,일루젼 카이스트,10,0,,0,0,0,0
1253,일루젼 카이스트,10,0,,0,0,0,0
1254,일루젼 카이스트,10,0,,0,0,0,0
