id,organization_id,user_id,time_register
159,1,125,1119978578
161,1,126,1119979307
162,1,127,1119979551
163,1,128,1119979562
164,1,129,1119979711
165,1,130,1119979713
166,1,131,1119979907
167,1,132,1119979907
168,1,133,1119980191
169,1,134,1119981039
170,1,135,1119981040
171,1,136,1119981069
172,1,137,1119981114
173,1,138,1119981361
174,1,139,1119981442
175,1,140,1119981569
176,1,141,1119981615
177,1,142,1119982280
178,1,143,1119983677
179,1,144,1119983985
180,1,145,1119984043
181,1,146,1119984248
182,25,114,1119985522
183,1,147,1119985647
184,1,148,1119986784
185,1,149,1119986990
186,1,150,1119987129
187,1,151,1119988372
188,1,152,1119988415
189,1,153,1119988665
190,1,154,1119988928
192,1,155,1119988974
193,1,156,1119989269
194,1,157,1119989705
195,1,158,1119989871
196,1,159,1119990156
197,1,160,1119990212
198,1,161,1119990282
199,1,162,1119991040
200,1,163,1119991060
201,1,164,1119991180
202,1,165,1119991283
203,1,166,1119991834
205,1,167,1119992648
206,1,168,1119992884
207,1,169,1119992918
208,1,170,1119992918
209,1,171,1119993036
210,1,172,1119993038
211,1,173,1119993178
213,1,174,1119993271
214,1,175,1119993852
215,1,176,1119994076
216,29,155,1119994102
217,1,177,1119994131
218,1,178,1119994227
220,1,179,1119994334
221,1,180,1119994362
222,1,181,1119994398
223,1,182,1119994416
224,12,159,1119994716
225,12,173,1119994716
226,12,154,1119994716
227,12,166,1119994716
228,12,45,1119994716
229,12,30,1119994716
230,12,177,1119994718
231,1,183,1119995442
232,1,184,1119995501
233,1,185,1119995591
234,1,186,1119995936
235,1,187,1119996763
236,1,188,1119996924
237,1,189,1119997170
238,1,190,1119997291
239,1,191,1119997437
240,1,192,1119998223
241,1,193,1119998225
242,1,194,1119998371
243,1,195,1119998445
244,31,195,1119998447
246,1,196,1119998467
247,1,197,1119998473
248,1,198,1119998515
250,1,199,1119998599
251,34,86,1119998810
252,1,200,1119998920
253,1,201,1119999107
254,1,202,1119999337
255,1,203,1119999648
256,1,204,1119999686
257,35,204,1119999690
258,1,205,1119999720
259,1,206,1119999858
260,1,207,1120001343
261,1,208,1120001352
262,1,209,1120001396
263,1,210,1120001399
265,1,211,1120001582
266,1,57,1120001582
267,1,212,1120002829
268,1,213,1120002960
269,1,214,1120003099
270,1,215,1120005807
271,1,216,1120005874
272,1,217,1120005953
273,1,218,1120007263
274,1,219,1120007660
275,1,220,1120008183
276,1,221,1120008302
277,1,222,1120008394
279,1,223,1120008968
280,1,224,1120009897
281,1,225,1120009971
282,38,172,1120010232
283,1,226,1120010236
284,1,227,1120010275
285,1,228,1120010280
286,1,229,1120010288
287,1,230,1120010330
288,1,231,1120010454
289,1,232,1120010605
290,1,233,1120011147
291,1,234,1120011330
292,1,235,1120011352
293,1,236,1120011511
294,1,237,1120011606
295,1,238,1120011653
296,1,239,1120011831
297,1,240,1120011843
298,1,241,1120012543
299,1,242,1120012577
300,1,243,1120012827
301,1,244,1120013370
302,39,240,1120014170
303,1,245,1120014331
304,40,245,1120014332
305,1,246,1120014334
306,1,247,1120014334
307,1,248,1120014334
308,40,248,1120014335
309,40,247,1120014335
310,40,246,1120014335
311,1,249,1120014619
312,1,250,1120014731
313,1,251,1120015514
314,41,251,1120015520
315,1,252,1120015575
316,1,253,1120017516
317,1,254,1120018356
318,1,255,1120018491
320,1,256,1120023007
321,1,257,1120023260
322,1,258,1120023773
323,1,259,1120024319
324,1,260,1120024333
325,1,261,1120024341
327,1,262,1120024363
328,1,263,1120024534
329,1,264,1120024698
330,1,265,1120024837
331,1,266,1120025556
332,1,267,1120025589
333,1,268,1120025750
334,1,269,1120025808
335,1,270,1120025888
336,1,271,1120025888
337,1,272,1120026173
338,1,273,1120026914
339,1,274,1120028697
340,1,275,1120028715
341,1,276,1120028914
342,1,277,1120028962
343,1,278,1120029141
344,1,279,1120030083
346,1,280,1120030506
347,1,281,1120031420
348,1,282,1120033138
349,1,283,1120033299
350,9,13,1120033409
351,9,10,1120033409
352,9,8,1120033409
353,9,15,1120033409
354,9,4,1120033411
355,9,9,1120033411
356,9,14,1120033411
357,9,163,1120033411
358,9,77,1120033411
359,9,11,1120033412
360,9,12,1120033412
361,9,78,1120033412
362,1,284,1120033417
363,1,285,1120033474
364,1,286,1120034283
365,1,287,1120035593
366,1,288,1120035752
367,1,289,1120036036
368,1,290,1120036156
369,1,291,1120036166
370,1,292,1120038827
371,1,293,1120039144
372,1,294,1120040409
373,1,295,1120041547
374,1,296,1120041558
376,1,297,1120042311
377,1,298,1120043319
378,1,299,1120043549
379,1,300,1120044508
381,1,301,1120044677
383,1,302,1120044827
384,1,303,1120044929
385,41,145,1120044982
386,1,304,1120045061
387,48,304,1120045062
388,1,305,1120045068
389,1,306,1120045068
390,1,307,1120045068
392,1,308,1120045069
393,1,309,1120045071
394,1,310,1120045075
395,1,311,1120045423
396,1,312,1120045680
397,1,313,1120046035
399,1,314,1120046112
401,52,314,1120046114
403,54,122,1120047362
404,55,16,1120047437
405,56,291,1120047457
406,1,315,1120048756
407,1,316,1120048999
408,57,316,1120049000
410,59,166,1120049002
411,57,229,1120049013
412,1,317,1120049015
413,1,318,1120049016
414,1,319,1120049016
415,57,317,1120049016
416,57,318,1120049017
417,1,320,1120049019
418,1,321,1120049023
419,1,322,1120049024
420,1,323,1120049030
421,1,324,1120049071
422,1,325,1120049098
423,1,326,1120049117
424,1,327,1120049152
425,1,328,1120049153
426,1,329,1120049347
430,1,330,1120050112
431,1,331,1120050239
432,1,332,1120050262
433,61,331,1120050271
434,1,333,1120050340
436,1,334,1120050373
437,1,335,1120050464
438,52,7,1120050471
439,1,336,1120050570
440,52,336,1120050726
441,1,337,1120051542
442,61,337,1120051543
443,1,338,1120051554
444,61,338,1120051555
445,61,72,1120051555
446,1,339,1120051678
447,1,340,1120051713
448,63,340,1120051713
450,1,341,1120051866
451,1,342,1120051875
452,1,343,1120051892
453,1,344,1120051894
454,1,345,1120051919
455,1,346,1120051944
456,1,347,1120051990
457,1,348,1120052113
458,1,349,1120052176
459,65,349,1120052177
460,1,350,1120052190
461,66,350,1120052190
464,68,3,1120052239
466,1,351,1120052243
467,1,352,1120052851
469,1,353,1120053375
470,1,354,1120054439
471,1,355,1120054488
472,1,356,1120054605
473,1,357,1120054773
474,1,358,1120054989
475,1,359,1120055960
476,1,360,1120056093
477,70,3,1120056101
478,70,360,1120056102
479,1,361,1120056122
480,1,362,1120056132
481,1,363,1120056233
482,1,364,1120056239
483,1,365,1120056361
484,1,366,1120057069
485,1,367,1120057199
486,71,7,1120057238
488,71,366,1120057240
489,1,368,1120057416
490,1,369,1120057599
491,1,370,1120057744
492,1,371,1120057786
493,1,372,1120058940
494,1,373,1120059402
495,1,374,1120060109
496,1,375,1120060322
497,72,124,1120060441
498,72,127,1120060442
499,72,89,1120060443
500,72,123,1120060443
501,1,376,1120060462
502,1,377,1120060462
503,73,376,1120060463
504,72,220,1120060506
505,72,377,1120060507
506,1,378,1120060510
507,72,378,1120060516
508,1,379,1120060516
509,72,379,1120060517
510,1,380,1120060669
511,48,305,1120060682
512,48,365,1120060682
513,48,306,1120060682
514,48,311,1120060682
515,48,307,1120060682
516,48,374,1120060682
517,48,36,1120060682
518,48,35,1120060682
519,48,308,1120060682
520,48,91,1120060682
521,48,310,1120060682
522,48,309,1120060682
523,1,381,1120060737
524,1,382,1120061771
525,1,383,1120062065
526,1,384,1120062121
527,1,385,1120062131
528,1,386,1120062978
529,1,387,1120062993
530,1,388,1120063109
531,1,389,1120063583
532,1,390,1120065150
533,74,43,1120065857
534,1,391,1120066193
535,1,392,1120066395
536,1,393,1120068770
537,1,394,1120068772
538,1,395,1120068994
539,1,396,1120069103
540,1,397,1120069171
541,1,398,1120069365
542,1,399,1120070342
543,1,400,1120070677
544,1,401,1120070799
545,1,402,1120071651
546,1,403,1120072099
547,75,403,1120072146
548,1,404,1120072344
549,76,17,1120074505
550,1,405,1120074543
551,1,406,1120074681
552,1,407,1120074787
553,77,407,1120074794
558,79,10,1120075489
559,79,1,1120075490
560,1,408,1120075875
561,1,409,1120075987
562,1,410,1120075997
563,73,226,1120076090
564,1,411,1120076091
565,73,411,1120076091
566,1,412,1120076173
567,80,412,1120076174
568,1,413,1120076306
569,1,414,1120076387
570,1,415,1120076394
571,81,274,1120076565
572,1,416,1120076628
573,68,1,1120076839
574,1,417,1120077420
575,1,418,1120077523
576,1,419,1120077535
577,1,420,1120077614
578,79,3,1120078537
579,1,421,1120078919
581,1,422,1120079441
582,1,423,1120080364
583,1,424,1120080387
584,1,425,1120080840
585,1,426,1120081837
586,1,427,1120081953
587,81,91,1120082573
588,81,373,1120082573
589,1,428,1120083040
590,1,429,1120083043
591,1,430,1120083122
592,1,431,1120083254
593,1,432,1120083293
594,1,433,1120083407
597,81,430,1120083546
598,81,428,1120083546
599,1,434,1120083564
603,81,434,1120083647
604,81,429,1120083647
605,1,435,1120084505
606,1,436,1120084515
607,1,437,1120084744
608,1,438,1120084807
609,1,439,1120085000
610,68,424,1120086172
611,1,440,1120086176
612,1,441,1120086431
615,1,442,1120087385
616,1,443,1120087755
617,90,443,1120087758
618,1,444,1120087764
619,1,445,1120087765
620,1,446,1120087765
621,1,447,1120087765
622,90,428,1120087766
623,1,448,1120087766
624,90,444,1120087766
625,90,445,1120087766
626,90,446,1120087766
627,90,447,1120087766
628,1,449,1120087768
629,1,450,1120087770
630,90,450,1120087774
631,1,451,1120087778
632,90,448,1120087781
633,90,451,1120087781
634,90,449,1120087785
635,1,452,1120087788
636,1,453,1120087793
637,90,23,1120087830
638,1,454,1120087980
639,1,455,1120088026
640,90,454,1120088029
641,90,455,1120088029
642,1,456,1120088797
643,1,457,1120088991
644,1,458,1120089000
645,90,457,1120089002
646,90,458,1120089002
647,1,459,1120089004
649,1,460,1120089007
650,1,461,1120089083
652,90,459,1120089142
653,90,461,1120089142
654,90,460,1120089142
655,1,462,1120089232
656,1,463,1120089363
657,1,464,1120090201
658,1,465,1120090357
659,1,466,1120091872
660,93,466,1120091874
661,1,467,1120092437
662,1,468,1120093074
663,94,468,1120093074
664,95,468,1120093076
665,94,24,1120093079
666,96,418,1120093252
667,96,3,1120093259
668,1,469,1120093271
670,93,208,1120093462
672,1,470,1120093517
673,99,470,1120093520
674,1,471,1120093521
675,1,472,1120093535
676,100,465,1120094729
677,1,473,1120094809
678,1,474,1120095277
679,1,475,1120095298
680,1,476,1120095299
681,101,476,1120095301
682,1,477,1120095346
683,1,478,1120095374
684,1,479,1120096014
685,102,23,1120096366
687,1,480,1120097452
688,1,481,1120097879
689,1,482,1120098051
691,1,483,1120098131
693,1,484,1120098177
694,1,485,1120098332
695,1,486,1120099084
696,106,486,1120099088
697,1,487,1120100779
698,1,488,1120100832
699,1,489,1120100847
700,1,490,1120100909
701,1,491,1120101883
702,1,492,1120102176
703,107,492,1120102177
704,1,493,1120102396
705,1,494,1120103643
706,1,495,1120105120
707,1,496,1120105176
708,108,496,1120105183
709,1,497,1120105699
710,1,498,1120106286
711,1,499,1120106475
712,1,500,1120106615
713,1,501,1120106867
714,1,502,1120107623
715,1,503,1120107733
716,109,472,1120107811
717,1,504,1120107881
718,1,505,1120107940
719,1,506,1120108074
720,1,507,1120108085
721,1,508,1120108154
722,1,509,1120108268
723,1,510,1120108336
724,1,511,1120108386
725,1,512,1120108946
726,1,513,1120109203
727,1,514,1120109550
728,1,515,1120109578
729,1,516,1120109819
730,1,517,1120109822
731,1,518,1120110539
732,1,519,1120110618
733,1,520,1120111041
734,1,521,1120111045
735,110,65,1120111073
736,1,522,1120111080
737,1,523,1120111178
738,1,524,1120111184
739,1,525,1120111950
740,1,526,1120112086
741,111,526,1120112088
742,1,527,1120112148
743,112,7,1120114660
744,1,528,1120114671
745,1,529,1120114686
746,1,530,1120114703
747,113,530,1120114707
748,1,531,1120114782
749,114,41,1120114829
750,1,532,1120114835
751,1,533,1120114838
752,1,534,1120114849
753,25,396,1120114857
754,1,535,1120114943
755,115,535,1120114946
756,1,536,1120114955
757,1,537,1120114975
758,1,538,1120115046
759,116,19,1120115059
760,1,539,1120115109
761,1,540,1120115109
762,116,540,1120115120
763,116,539,1120115120
764,1,541,1120115236
765,1,542,1120115355
766,1,543,1120115361
767,1,544,1120115391
768,1,545,1120115415
